adress,number,email,social_netwoks,undegroud,latitude,logitute,offical_site,id,name,img_url,content
"Москва , Московская обл., Орехово-Зуевский р-н, с. Ильинский Погост, ул. Митрохинская, 8",+79295993298 +79154545441,info@art-guslitsa.com,http://vk.com/guslitsa,"<a href=""tel:+79295993298""",,,http://art-guslitsa.ru,158,Творческая усадьба «Гуслица»,https://www.2do2go.ru/uploads/a2de9fa44102c1911eaf2a75a439b99c_w500_h500.jpg,"«Гуслица» – творческое сообщество нового типа, которое объединяет представителей всех творческих профессий – архитекторов, музыкантов, художников, кураторов, режиссеров, актеров, продюсеров, журналистов и др. Многие уже воспользовались уникальной возможностью посетить крупнейшую международную арт-резиденцию в России и поучаствовать в ее жизни с творческими людьми и современными художниками. Это не просто гостиница, а творческая среда и атмосфера, знакомства с современными художниками, скульптурами, музыкантами, режиссерами и другими деятелями искусств из России и зарубежья. Если вам повезет, вы сможете понаблюдать процесс создания настоящих произведений искусств, поучаствовать в съемках кино и репетициях театральных лабораторий, если время вашего отдыха совпадет со временем создания проекта. Лофтовое пространство, старинная архитектура, не тронутая евроремонтом позволит вам ощутить дух времени и испытать незабываемые чувства созидания, успокоения и таинственности. Усадьба находится в живописнейшем месте в окружении соснового леса, реки и озера. На территории творческой усадьбы практикуются общепринятые международные законы экологии."
"Москва , наб. Рубцовская, 2/18",74992636272,culture@bmstu.ru,https://vk.com/culturebmstu,Бауманская ,,,http://culture.bmstu.ru,159,Дворец культуры МГТУ имени Н. Э. Баумана,https://www.2do2go.ru/uploads/65b02100bcabb5fe41ef360413e3573b_w500_h500.jpg,"Дворец культуры МГТУ имени Н. Э. Баумана&nbsp;&ndash; один из столичных дворцов культуры. Построен он был в 2004 году. Дворец культуры представляет собой современный культурный центр, где есть кафе, просторные холлы, автомобильная парковка и большой концертный зал, вмещающий 1 200 человек, хорошее оборудование как звуковое, так и мультимедийное, отличная акустика и удобный подъезд. В Дворце культуры регулярно проходят всевозможные концерты, фестивали, спектакли, творческие вечера, конкурсы, кинопоказы и множество других, самых разнообразных мероприятий."
"Москва , Московская обл., Сергиево-Посадский р-н, д. Морозово",+79057605200,ethno-park@mail.ru,https://vk.com/nomadpark,соседнее с деревней поле ,,,https://vk.com/nomadpark,160,Этнопарк «Кочевник»,https://www.2do2go.ru/uploads/e99f9da574fcf504d9291c2fc6b4d5aa_w500_h500.jpg,"Этнопарк «Кочевник» – уникальный проект под Москвой, посвященный кочевой культуре. Этнопарк предлагает обширные возможности для отдыха всей семьей: посещение настоящих этнических жилищ из Монголии, Казахстана, Киргизии, Ямала и Чукотки, общение с животными – верблюдами, яками, аляскинскими маламутами и другими, катание на верблюдах, стрельбу из лука и другие этнические игры и мастер-классы, концерты, экскурсии, этническую кухню, а также проведение праздников и дней рождений. График экскурсий и танцев выходного дня:  12:00 – открытая экскурсия по всему этнопарку для всех желающих, стартует от чайной юрты;<br />14:00 – концерт вокально-хореографического коллектива «Кочевник»! Чукотские, корякские, экскимосские, ненецкие и монгольские танцы! Проходит также у чайной юрты;<br />15:00 – открытая экскурсия по всему этнопарку для всех желающих, стартует от чайной юрты. Стоимость катаний и всего дополнительного: – корм для животных – 50 руб./ведёрко корма;<br />– катание на верблюде – 500 руб./круг;<br />– катание на собачьей упряжке (только при наличии снежного покрова) – 500 руб./круг;<br />– катание на упряжке северных оленей (только по сб. и вс. при наличии снежного покрова) – 250 руб./чел.;<br />– сопровождение мини-группы гидом – от 500 руб.;<br />– аренда юрт, заказ мастер-классов, проведение мероприятий, концертов, фотосессий, съёмок, программы для экскурсионных групп и т.д. – по запросу на почту <a target=""_blank"" href=""https://vk.com/write?email=ethno-park@mail.ru"" target=""_blank"">ethno-park@mail.ru</a> Стоимость взрослого входного билета: 250 руб. Дети до 14 лет: 150 руб. Дети до 14 лет – бесплатно"
"Москва , ул. Дмитрия Ульянова, 42, 5 подъезд, офис №2",74952680276,contact@atrainings.ru,http://vk.com/akademiya_treningov,вход со стороны ул. Б.Черемушкинская ,,,http://atrainings.ru/,161,Учебный центр «Академия тренингов»,https://www.2do2go.ru/uploads/66b8b25ed8998be7604c1611aa66e0be_w500_h500.jpg,"&laquo;Академия тренингов&raquo;&nbsp;&ndash; это особое пространство, которое мы сделали максимально комфортным и &laquo;волшебным&raquo;.&nbsp;Все в нем настраивает на особенный лад, создает атмосферу тепла, легкости и праздника, ощущение дома. Все в &laquo;Академии&raquo; &ndash; и пространство, и люди &ndash; работает на то, чтобы каждый человек смог раскрывать свои возможности, улучшить качество жизни, развить осознанность и открыть в себе умение жить, радуясь и удивляясь. Наши&nbsp;тренинги&nbsp;эффективны, жизненны и экологичны. Каждый&nbsp;тренер&nbsp;компании &ndash; профессионал, с легкостью ориентирующийся во всех тонкостях своей деятельности, специалист в своем деле. Ведущий тренер центра&nbsp;&laquo;Академии тренингов&raquo;&nbsp;&ndash;&nbsp;Михаил Ляховицкий, признан одним из трех лучших тренеров&nbsp;тренинга личностного роста&nbsp;в России. В целом, &laquo;Академия тренингов&raquo; &ndash; объединение единомышленников:&nbsp;тренеров, психологов, бизнесменов, людей творческих и незаурядных, для которых главное кредо в жизни &ndash; помогать людям заново открывать себя. Мы очень гордимся нашими&nbsp;выпускниками: сильными, открытыми и успешными людьми. Кроме того, мы всегда отвечаем за качество своих&nbsp;тренингов."
"Москва , пер. 3-й Самотечный, 11, стр.1 data-reactid=""815"">Новослободская, Цветной бульвар, Достоевская data-reactid=""821""><a href=""tel:74997043221"" data-reactid=""822"">74997043221</a> data-reactid=""825""><a href=""mailto:info@vozduh-studio.ru"" data-reactid=""826"">info@vozduh-studio.ru</a> data-reactid=""829""><a href=""http://www.vozduh-studio.ru"" target=""_blank noopener noreferrer"" data-reactid=""830"">www.vozduh-studio.ru</a> data-reactid=""833""> 800 руб.",74997043221,info@vozduh-studio.ru,https://vk.com/vozduh.studio,"Новослободская, Цветной бульвар, Достоевская  <div class=""social-links""",,,http://www.vozduh-studio.ru,162,Студия «Воздух»,https://www.2do2go.ru/uploads/f6c96de2dbefef6a96623b5bf446abe3_w500_h500.jpg,"Студия «Воздух» (м. Достоевская, Новослободская,Цветной Бульвар) — это светлое и просторное пространство  под стеклянной крышей 10-этажного здания.  В студии проходят регулярные занятия йогой, разнообразным фитнесом и танцами. Также есть множество занятий для детей от 4-х до 15-ти лет. Каждую неделю в студии проводятся события, мастер-классы, лекции и концерты. Часто приезжают известные, в том числе зарубежные преподаватели. Есть уютное кафе со вкусной и полезной едой, детокс-баром и разнообразными напитками. Три зала площадью 80, 65 и 30 кв. метров, два из которых трансформируются  в зал площадью 110 кв. метров. Душевые, чистые полотенца, питьевая вода, магазин с одеждой, аксессуарами и натуральной косметикой.<br/> Попала в студию ""Воздух"" на танцевальные направления. Очень красивое, модное и атмосферное место. Очень много занятий по всем направлениям от йоги до хип хопа! Если хотите отвлечься от повседневным стрессов и суеты, вам туда! Кстати там есть даже отличное кафе есть, так что можно сразу после работы!"
"Москва , Карамышевская набережная, 6",74991914092,univita@yandex.ru,http://vk.com/centrunivita,Полежаевская ,,,http://center-univita.ru/,163,Центр «Юнивита»,https://www.2do2go.ru/uploads/acb9df0e98a528b99f4081749adb11d8_w500_h500.jpg,"В нашем центре работают профессиональные психологи и специалисты по социальной работе.&nbsp;Мы открыты для всех, кому нужна помощь.&nbsp;Но для решения ваших проблем важно и ваше желание изменить свою жизнь.&nbsp;Займите активную позицию в построении и развитии своей жизни,&nbsp;а мы поможем, поддержим, направим. Для жителей Москвы мы предоставляем следующие услуги:"
"Москва , ул. Новозаводская, 2, к.6/7",+79857664970,info@suryaram.ru,http://vk.com/suryaram,2 мин. пешком от м. &quot;Фили&quot; ,,,http://suryaram.ru,164,Студия творческого развития «Сурица»,https://www.2do2go.ru/uploads/081c1e03a0ec03c350f22584f9233bf1_w500_h500.JPG,"Студия творческого развития «Сурица» (бывшая «CурьяРам») приглашает на занятия тех, кто стремится обрести и сохранить здоровье, молодость, гармонию, хорошее настроение и успех. Вашему вниманию предлагаются регулярные занятия по различным направлениям йоги, славянским практикам, единоборствам, ци-гуну, тематические оздоровительные и развивающие семинары и практики. Добро пожаловать! Ждем вас!"
"Москва , 2-й сыромятнический пер., д. 1",74952873023,nikonschool@nikon.ru,,"Бизнес-центр Дельта-Плаза, 6 этаж ",,,http://nikonschool.ru,165,Образовательный проект Nikon School,https://www.2do2go.ru/uploads/bca39513b1e692227de6cbacfc5eb41e_w500_h500.JPG,"Nikon School &ndash; уникальный среди фотопроизводителей образовательный проект компании Nikon, который создан для тех, кто уже пользуется и интересуется зеркальными фотокамерами. Опираясь на многолетний опыт как в разработке камер, так и в обучении фотографии, мы создали сбалансированные курсы, главная задача которых &ndash; помочь начинающим фотографам уверенно работать с камерой, изучить фотографическую терминологию и подготовиться к съемке в различных условиях. Курсы построены по принципу всесторонней поддержки фотографа &ndash; как новичка, так и фотолюбителя. На наших лекциях вам никогда не будет скучно, ведь методика преподавания основана на постоянном контакте с каждым слушателем Nikon School, ведь только под чутким контролем ваш профессиональный рост может быть легким и планомерным."
"Москва , Московская область, город Коломна, пр-т Окский, 17",74966155808,dkkolomna@mail.ru,https://vk.com/dkkolomna,"<a href=""tel:74966155808""",,,http://www.dk-kolomna.ru,166,Дворец культуры «Коломна»,https://www.2do2go.ru/uploads/dbe45a2a2ea6a6efbe3555e46319126a_w500_h500.jpeg,"<strong>Дворец культуры</strong> <strong>&laquo;Коломна</strong>&raquo; &ndash; это современный культурно-развлекательный комплекс города. Здесь регулярно проходят концерты популярных звезд, шоу, спектакли, мюзиклы. Кроме того, ДК &laquo;Коломна&raquo; осуществляет образовательную деятельность. Дети и взрослые могут выбрать самые различные кружки и секции. На базе дома культуры работают известнейшие городские творческие коллективы. Так, например, именно в ДК&nbsp; &laquo;Коломна&raquo; занимается коллектив студии балета &laquo;Грация&raquo;, ансамбля вокалистов &laquo;Ивушка&raquo;, эстрадно-цирковой группы &laquo;Синяя птица&raquo;, школы &laquo;Эврика&raquo;, театра музыки &laquo;Лик&raquo;, хоровой школы имени Свешникова."
"Москва , Москва, Киевская ул., 22, ст. метро «Студенческая»",74957900024 +79262446004,artsignon@mail.ru,https://vk.com/studiasignon,2 минуты пешком от ст. метро «Студенческая» ,,,http://studiasignon.ru/,167,Школа вокала и эстрадного искусства «Сигнон»,https://www.2do2go.ru/uploads/2d0760c0b14b114d53acd7db91372d25_w500_h500.jpg,"Эстрадная студия «Сигнон» – это уникальное творческое пространство, которое объединяет людей стремящихся к творческому и личностному развитию. Своеобразный клуб творческих интересов, где вас не только научат профессиональным навыкам вокала, сценического мастерства, джазовой гармонии, битбокса, игры на музыкальных инструментах, но и позволят раскрыться новым граням вашего таланта и личности.Курсы: вокал, джаз, актерское мастерство, игра на инструментах, битбокс, сольфеджио, студия звукозаписи, организация концертов. В нашей студии мы не просто обучаем, а даем возможность – жить музыкой, концертными выступлениями и путешествиями в дружной компании «Сигнон». У нас собралась уникальная команда педагогов и тренеров, которые не просто преподают, а увлекают вас в этот творческий мир. Именно поэтому у нас многие, начиная с одного курса, занимаются сразу по нескольким направлениям. Многие воспитанники студии успешно продолжают творческую карьеру: солируя в столичных мюзиклах, выпуская собственные альбомы и концертные программы, участвуя в телевизионном шоу «Голос». Студия «Сигнон» регулярно проводит на своей площадке тематические выставки, мастер-классы и творческие вечера. Организует эстрадные концерты, которые проходят не только в самом центре «Сигнон», но и на модных концертных площадках Москвы. Во всех наших проектах наряду с именитыми исполнителями участвуют и наши будущие профессионалы."
"Москва , г. Химки, ул. Совхозная дом 11",74959699557,admin@himki-vmeste.ru,https://vk.com/himkivmeste,Речной вокзал ,,,http://www.himki-vmeste.ru,168,Студия семейного досуга и творчества «Счастливы вместе»,https://www.2do2go.ru/uploads/d369144dedc78b5d4e3eae7984df81cb_w500_h500.jpg,"Студия семейного досуга и творчества &laquo;Счастливы вместе&raquo; &ndash; уникальная площадка для детей и взрослых от 0 до 99 лет, где можно интересно и полезно провести время. Для самых маленьких посетителей работает мини-детский сад, развивающие занятия, для детей постарше &ndash; подготовка к школе, а для школьников есть продленка. Для взрослых и детей от 3 лет: студия танцев, вокал, живопись, изучение английского языка.&nbsp;Мастер-классы от мастериц и мастеров, любимые настольные игры для старшего поколения &ndash; шахматы, домино и нарды, и популярные настольные игры для молодежи. У нас можно завести новых друзей, работает клуб для подростков, клуб для молодых мам и клуб для людей старшего поколения.&nbsp;Раз в месяц посетителей студии ждут детские мюзиклы и кукольные спектакли &ndash; увлекательное представление для всей семьи. Дружная творческая команда педагогов ведет как групповые, так и индивидуальные занятия. Основатель и руководитель клуба &ndash; активная многодетная мама, которая отлично знает, как организовать яркий и увлекательный отдых для взрослых и детей. &laquo;Счастливы вместе&raquo; объединяет все поколения! Возможна аренда помещений, проведение праздников и частных мероприятий. Стоимость занятий и мастер-классов от 500 до 1200 рублей за одно посещение, в зависимости от направления. Действует гибкая система абонементов."
"Москва , 3-й Самотечный переулок, д. 11, стр. 1",,info@swingdance.ru,https://vk.com/swingdanceru,Достоевская ,,,http://www.tantsklass.ru,169,Танцкласс «Воздух»,https://www.2do2go.ru/uploads/96457968913722edd072aa88d148d5bb_w500_h500.jpg,"Танцевальный зал клуба <a target=""_blank"" href=""http://www.tantsklass.ru"" target=""_blank"">&laquo;Танцкласс&raquo;.</a> Занятия и мастер-классы по танцам в стиле свинг, джаз, рок-н-ролл, буги вуги, блюз и другие, а также лекции, вечеринки, поездки, танцевальные лагеря и другие ивенты. Зал расположен в помещении студии &laquo;Воздух&raquo; &ndash; современной школы танцев. Студия &laquo;Воздух&raquo; &ndash; это пространство для танца, практик и творчества. Место, где в нашем огромном городе можно почувствовать и услышать себя и друг друга. Что создает воздух, которым мы дышим? Во многом, мы сами создаем этот воздух, мы сами создаем себя. Что может нам помочь? Инструментов много. Вопрос только в том, чтобы ими воспользоваться. Нам интересны работа с телом, общение, творчество. Аргентинское танго или зажигательная зумба, йога или поэтический спектакль, буги-вуги или тайчи, современные клубные танцы или фитнес-тренировка, музыкальные концерты &nbsp;или семинары ярких людей &ndash; как много занятий и событий могут стать неиссякаемым источником радости, бодрости, здоровья!  &nbsp;"
"Москва , Московская область, г. Коломна, ул. Лажечникова, 5",74966120337,liga@gorodkolomna.ru,https://vk.com/ligakolomna,"<a href=""tel:74966120337""",,,http://liga.org.ru/portfolio-view/art-gallery-liga,170,Культурный центр «Лига»,https://www.2do2go.ru/uploads/1e48b980c84c57b12bd29c60c8f06dd4_w500_h500.jpg,"<strong>«Лига»</strong> – уникальный культурный центр, расположившийся в старинном здании на территории Коломенского кремля. Прежде всего, «Лига» – это галерея современного искусства. Здесь регулярно проводятся выставки самой разной направленности. В центре работает арт-салон, где можно приобрести уникальные сувениры и предметы искусства. В книжно-сувенирном киоске представлено все многообразие печатной продукции, посвященной истории города."
"Москва , Московская область, Химки г., Панфилова ул., 14",74955752121,,,"От метро &quot;Планерная&quot; на маршрутках 268, 189 и др троллейбусы 2 и 3, автобусы 268, 383 до остановки &quot;Микрорайон 2Б&quot;.  ",,,,171,Дом детского творчества «Химки»,https://www.2do2go.ru/uploads/001a9ce2c6c86c30992134a59b17ddb1_w500_h500.gif,"Наряду с образовательной деятельностью в доме детского творчества &laquo;Химки&raquo; организуется и проводится разнообразная культурно-массовая работа с детьми и подростками, их родителями и жителями Химок."
"Москва , 4-й Сыромятнический переулок, 1, стр. 6",+79191390541,schoolva@gmail.com,https://www.facebook.com/SchoolVA,"ЦСИ «Винзавод», подъезд 10, этаж 2 ",,,http://art.photomap.ru,172,Школа визуальных искусств,https://www.2do2go.ru/uploads/a24cb2fde1dfcf9335c44aa5bba63496_w500_h500.jpg,"Школа визуальных искусств (School of Visual Arts) – это образовательный проект компании PhotoMap. Главная задача Школы – дать слушателям практические навыки и современные теоретические знания. Мы используем методику, проверенную веками. Ничего лучшего непосредственной передачи знаний от мастера ученику в обучении творческим профессиям пока не придумано. Программа каждого курса предполагает в слушателях наличие амбиций, упорства и целеустремленности. <strong>Школа визуальных искусств</strong> – это консультирование по всем актуальным вопросам современного визуального искусства, в первую очередь по фотографии. Впервые фотография рассматривается в контексте мирового развития визуальных искусств и в ее взаимодействии с другими видами искусств."
"Москва , б-р Цветной, 28, стр. 1",+79858276337,sredacenter@gmail.com,https://vk.com/sredacentr,Цветной бульвар ,,,http://sredacenter.ru,173,Творческий центр «Среда»,https://www.2do2go.ru/uploads/b3508a6b867d11f92548164c7f62ab4c_w500_h500.png,"«Среда» – это новое место для творческого семейного досуга в самом центре театральной Москвы. На камерной площадке совсем нет дистанции между актерами и зрителями. В творческом центре стараются создать непринужденную домашнюю атмосферу, в которой весело и комфортно чувствуют себя и самые маленькие зрители, и взрослые. Гостей «Среды» ждут спектакли и концерты для всей семьи, театр для самых маленьких, мастер-классы и творческие занятия, посвященные сценическим искусствам. Основные направления деятельности творческого центра: театр, музыка, творческое развитие, мастер-классы.<br />"
"Москва , ул. Большая Никитская, 53",74956916316,cdl1934@yandex.ru,,Баррикадная ,,,http://cdlart.ru,174,Центральный дом литераторов (ЦДЛ),https://www.2do2go.ru/uploads/33f8e5424094d52ce4e60c9c2cacbabe_w500_h500.jpeg,"Первый дом писателей в Москве был открыт в 1928 году. Официальным годом открытия считается 1934, когда проводился Первый съезд советских писателей. Центральный дом литераторов расположен в здании особняка 1889 года постройки. Проект заказал князь Святополк-Четвертинского, а в качестве автора проекта нанял известного московского архитектора того времени Петра Бойцова. Само здание было выполнено в стиле романтического модерна и украшает Пресненский район Москвы. В современное время ЦДЛ стал площадкой для концертов и выступлений разных жанров. На территории культурного центра находится также ресторан, кинотеатр и библиотека. Источник фото: <a target=""_blank"" href=""http://www.fotofc.ru/blogs/14220/bl2192/pst6121/"" target=""_blank"">fotofc.ru</a>"
"Москва , Новая площадь, 12",74956262225,info@rpu-rf.ru,,Китай-город ,,,http://rpu-rf.ru/,175,Российский православный университет,https://www.2do2go.ru/uploads/cb938ab14483d2c99c8f702f956d58da_w500_h500.jpg,"Российский православный университет святого Иоанна Богослова был учрежден по благословению Святейшего Патриарха Московского и всея Руси Алексия II в 1992 году.  В число инициаторов создания университета для российской интеллигенции входил митрополит Смоленский и Калининградский Кирилл, нынешний Предстоятель Русской Православной Церкви. Университет замышлялся как мощная образовательная и научно-исследовательская площадка для подготовки высококлассных специалистов в разных областях знаний, укорененных в традиции Русской Православной Церкви.<br/><a target=""_blank"" href=""https://www.facebook.com/events/495377603933284/?ref_dashboard_filter=upcoming#"" target=""_blank""><br/></a>"
"Москва , б-р Петровский, 17/1",+79055610856,sofiasavelyeva@gmail.com,https://www.facebook.com/BuddhistCulturalCenter/,Трубная ,,,,176,Буддийский культурный центр «Будда Дом»,https://www.2do2go.ru/uploads/265349b8c6950503747891816378686e_w500_h500.jpg,"«Будда Дом» – это арт-площадка в самом сердце Москвы, на территории которой представлено все многообразие буддийской культуры. Это интерактивное пространство, где все желающие могут познакомиться с уникальными методами развития ума в древнем Тибете, которые в первозданном виде передаются от учителя к ученику на протяжении более чем 2 500 лет. «Будда Дом» – это место, где встречаются люди, заинтересованные в развитии себя и окружающего мира, для раскрытия своего потенциала и знакомства с тибетской культурой. Это люди, которым интересен Тибет, во всем многообразии <br/>Миссия проекта – это трансляция и передача тибетской культуры, ее искусства, философии и истории, которые зародились в странах Гималайского региона. В центре представлена уже ставшая известной по всей России путешествующая выставка буддийской культуры «Сокровища Гималаев». Кроме того, проходят лекции о буддийской культуре и истории, встречи, посвященные здоровому образу жизни и гармонии, путешествиям, мастер-классы по живописи, кулинарии, музыке, танцам, фэн-шуй и многое другое. Супер место с насыщенной культурной программой!"
"Москва , Проспект Вернадского, 88",,,,"Проезд: метро «Юго-Западная», от метро 5–7 минут пешком ",,,,177,Московский педагогический государственный университет,https://www.2do2go.ru/uploads/0d39d7ec48b10ec838dea4d10f2bff42_w500_h500.jpg,
"Москва , ул.Климашкина, 12",+79163099553 74992533025,info@zolotoy-most.ru,,"3-й подъезд, 1-й этаж, офис 63 (домофон 63) ",,,http://zolotoy-most.ru,178,Центре гармоничного развития человека «Золотой мост»,https://www.2do2go.ru/uploads/9e2326a9e1e00b89bf269da1f45be390_w500_h500.jpg,"<b>&laquo;Золотой мост&raquo;</b>&nbsp;&ndash; это система личностного и духовного роста, разработанная с учетом потребности людей в глобальном инструменте, способном решать вопросы в любой сфере жизни. <b>Базовая задача системы &laquo;Золотой мост&raquo;</b>&nbsp;&ndash; помочь ученику наладить все важные основные сферы своей жизни: здоровье, деньги, личные отношения, бизнес. <b>Расширенная задача системы &laquo;Золотой мост&raquo;</b>&nbsp;&ndash; помочь ученику найти себя, самореализоваться, обрести самоуважение и любовь к себе, свободу, осознанность, радость и внутреннюю гармонию. Почему важна такая последовательность? Сначала мы налаживаем базовый уровень жизни &ndash; финансовый комфорт, счастливые отношения. Потом занимаемся гармоничным состоянием и самореализацией. Сегодня очень многие люди попадают в ловушку ложной &laquo;духовности&raquo;,&ndash; пытаются медитировать и искать себя, задвинув на задний план основные сферы жизни. Мы считаем это неэффективным, т.к. сложно быть духовным и осознанным, когда разваливается семья или нечем платить за квартиру. Кто-то пытается сделать выбор между духовным и материальным, между семьей и работой. Такой выбор лишен смысла! Каждый человек может быть и духовно наполненным, и финансово обеспеченным, иметь прекрасную карьеру и замечательную семью. &nbsp;<b>&laquo;Золотой мост&raquo;</b>&nbsp;&ndash; это гармоничная реализация во всех сферах жизни. Объединение материального и духовного аспектов, бизнеса и личных отношений, разума и эмоций. Методика как система дает своим пользователям понимание того, что нужно сделать для достижения такого успеха, и конкретные инструменты и ключи, позволяющие реализовать это в жизни. <b>&laquo;Золотой Мост&raquo;</b>&nbsp;дает своим ученикам возможность разных форм взаимодействия. <b>Живые тренинги</b>&nbsp; для всех кто лучше всего обучается в &laquo;живом поле&raquo; ведущих <b>Индивидуальные консультации</b>&nbsp;для тех, кому нужен детальный разбор и решение их конкретных ситуаций в бизнесе или личной жизни"
"Москва , ул. Покровка, 4",74956234969,6236262@list.ru,http://vk.com/club15290405,Китай-город ,,,http://white-clouds.ru,179,Культурный центр «Белые облака»,https://www.2do2go.ru/uploads/513bfb6d324f5b38ae1cf96562a671fe_w500_h500.jpg,"<strong>&laquo;Белые облака&raquo;</strong>&nbsp;&ndash; один из столичных культурных центров. Это отличное место для отдыха от городской суеты и шумных будней. Отдых здесь можно получить не только физический, но и душевный.&nbsp; Здесь собрана коллекция из 7 000 уникальных книг по астрологии, психологии и различным практикам самосовершенствования. Кроме того, в центре проходят различные уроки и мастер-классы, семинары и лекции от мастеров своего дела, а также регулярные занятия йогой и другим подобным направлениям. При центре есть кафе, а также магазин с сувенирами, украшениями, картами таро, музыкальными инструментами, коллекциями чая и многими другими забавными вещами."
"Москва , Кутузовский пр-т, 36, стр 4",74959245850 +79854132323,info@redhat-dance.ru,http://vk.com/dancewith_redhat,Кутузовская ,,,http://www.redhat-dance.ru,180,Танцевальный Центр Red Hat,https://www.2do2go.ru/uploads/afc2eede311741c1eddc063bdf5f9571_w500_h500.jpg,"RedHat&nbsp;это многофункциональный танцевальный центр для взрослых и детей. У нас есть все необходимое для комфортного времяпрепровождения: качественные напольные покрытия, вентиляционные системы, профессиональное звуковое и световое оборудование, прекрасный холл с баром, просторные светлые залы общей площадью 650 квадратных метров. Все преподаватели танцевального центра Red Hat являются победителями и призерами российских и международных фестивалей и конкурсов, постоянно совершенствуют свое мастерство у ведущих мировых педагогов. Центр"
"Москва , ул. Пятницкая, 5",+79653858572,mail@allmagicschool.com,https://vk.com/funnymagic_school,Новокузнецкая ,,,http://www.allmagicschool.com,181,Студия творчества для взрослых «Школа веселого волшебства»,https://www.2do2go.ru/uploads/0eae5e7759c88ca1229cf1cd04a2f5ab_w500_h500.png,"Студия творчества для взрослых «Школа веселого волшебства» – это пространство для вашего творчества, для реализации ваших самых неожиданных идей и замыслов. Здесь проводят курсы и мастер-классы по живописи, рисунку, пастели. Мастер-классы по декору, мыловарению, валянию из войлока, подаркам ручной работы, декорированию предметов интерьера, украшениям ручной работы, мастер-классы по созданию топиариев. Целью организаторов было создать место, куда можно прийти с друзьями, с семьей, или одному и провести время за книжкой, слушая музыку, рассматривая картины наших учеников, неспешно попивая чай или кофе, прогуливаясь по тексту любимой книги или по бесплатному интернету. Здесь каждый может найти себе интересное и увлекательное дело по душе. В студии вы можете свободно общаться, ходить на мастер-классы, тренинги или курсы, приобщаясь творчеству; можно самому стать автором и ведущим интересного занятия, создать свою атмосферу. Здесь можно не следить за временем: оно не ограничено рамками одного мастер-класса или курса.  Если вы студент художественного училища, или ВУЗа и вам необходима мастерская, или творческое пространство для работы. Вам реально нужно место, чтобы спокойно написать нужное количество картин к просмотру. А может просто дома нет возможности работать. Мы готовы предоставить вам такую возможность. У нас есть мольберты, мы можем поделиться красками, кистями, разбавителем, графическими материалами и бумагой. Работы можно оставлять на &quot;просушку&quot;. Свободные дни и часы в нашей студии: Если в работе зайдете в тупик, поможем советом. И, главное, вы платите не за час, а за одно посещение."
