id_library,name,type,region,location,adress,latitude,longitude,number,site,email,social_networks,time_work,img_url,content
312,Библиотека № 164 «Просвещение трудящихся» (филиал № 2),Библиотека,Москва,Москва,"г. Москва, ул. Серпуховский Вал, д. 24",55.712847,37.61017,+7 (495) 954-24-07,http://www.cbsuao.ru,164libzav@cbsuao.ru,https://vk.com/club21608535 https://www.facebook.com/bibl164,"пн: 12:00 - 19:00, вт: 12:00 - 19:00, ср: 12:00 - 19:00, чт: 12:00 - 19:00, пт: 12:00 - 19:00, cб: 12:00 - 19:00, вс: выходной",https://b1.culture.ru/c/663271.jpg,"Библиотека № 164 «Просвещение трудящихся» (филиал №2)<span> </span><span>– была открыта в 1936 году. </span><span>Фонд – 10 000 экз., универсальный, ориентирован на литературу по искусству, культуре, москвоведению. В настоящее время библиотеку посещает более 2 500 читателей.</span> В библиотеке работают кружки и объединения:<br /> <span>– клуб «Ветеран» для пенсионеров приглашает на л</span><span>екции по здоровому образу жизни, медицине; литературные кафе и музыкальные вечера;<br /></span>– детский художественный кружок «Ящик идей». В программе: основы изобразительного искусства, изучение теоретического материала по рисунку, живописи, композиции и закрепление знаний в процессе практической работы с детьми;<br />– экоклуб «Природа всем» приглашает на лекции, презентации, фотовыставки, видеоэкскурсии по заповедным местам России, экскурсии, встречи с путешественниками и биологами."
313,Детская библиотека № 158 (филиал № 1),Библиотека,Москва,Москва,"г. Москва, ул. Дорожная, д. 20",55.602342,37.620968,+7 (495) 382-38-42,http://cbsuao.ru,158libzav@cbsuao.ru,,"пн: выходной, вт: 12:00 - 21:00, ср: 12:00 - 21:00, чт: 12:00 - 21:00, пт: 12:00 - 21:00, cб: 12:00 - 21:00, вс: 12:00 - 20:00",https://b1.culture.ru/c/665251.jpg,"Детская библиотека № 158 открыта в 1953 году. С 1983 года располагается в собственном специализированном помещении. Фонд библиотеки составляет 31 000 экземпляров. Библиотеку посещает более 3 500 читателей. <span>Библиотека предоставляет следующие услуги: в</span><span>ыдача книг на дом; и</span><span>нформационные услуги; п</span><span>ользование интернетом и работа на компьютере в зале; </span><span>комфортная лаунж-зона; т</span><span>ворческие вечера, литературные беседы, выставки, мастер-классы, лекции и многое другое.</span> <span>Читателям предоставляется доступ к электронной библиотеке ЛитРес и у</span><span>слуги медиатеки (прослушивание аудиокниг, просмотр учебных CD-дисков), </span><span>бесплатный доступ в сеть Internet и Wi-Fi.</span><br /> В летние месяцы работают летние читальные залы «Ключ от лета. Библиотечная лужайка» в парке «Покровское». <span></span>"
314,Библиотека № 162 им. К. М. Симонова (филиал № 2),Библиотека,Москва,Москва,"г. Москва, ул. Коломенская, д. 9",55.68012136439867,37.7042305469513,+7 (499) 615-67-61,http://cbsuao.ru,162libzav@cbsuao.ru,,"пн: выходной, вт: 12:00 - 22:00, ср: 12:00 - 22:00, чт: 12:00 - 22:00, пт: 12:00 - 22:00, cб: 12:00 - 22:00, вс: 12:00 - 20:00",https://b1.culture.ru/c/659145.jpg,"Библиотека № 162 им. К. М. Симонова открыта в 1918 г. Фонд насчитывает 59 616 изданий. Библиотеку посещает более 6 000 читателей. В библиотеке имеется читальный зал, два абонемента (взрослый и детский), компьютерный класс «Интернет», зал для мероприятий (гостиная).  Ведутся бесплатные занятия: «Мукасолька» – изготовление поделок из теста; клуб женского рукоделия «Сударушка»; подготовка к школе «Дошколенок». В зале еженедельно собираются посетители литературно-музыкальной гостиной «У семейного очага».  Обеспечен доступ к Internet, Wi-Fi, электронной библиотеке «ЛитРес». Библиотека оснащена пандусом для посещений маломобильными группами населения."
315,Библиотека № 3 имени Н. А. Добролюбова,Библиотека,Москва,Москва,"г. Москва, Смоленская пл., д. 13/21",55.74941,37.582125,+7 (499) 241-34-21,,,,"пн: выходной, вт: 10:00 - 22:00, ср: 10:00 - 22:00, чт: 10:00 - 22:00, пт: 10:00 - 22:00, cб: 10:00 - 22:00, вс: 10:00 - 21:00",https://www.culture.ru:443/storage/images/d822a63a2006694f05787fcde046dc14/cbdd1afcbd1f1485201d9ac8f475002e.jpg,"Старейшая публичная библиотека Москвы, с 1919 года носящая имя Николая Александровича Добролюбова, ведет свою историю с 1848 года. Именно тогда московский коммерсант и книголюб Михаил Александрович Вивьен открыл частную библиотеку для публичного пользования, основу которой составила его личная девятитысячная книжная коллекция. Библиотека располагалась на углу улиц Воздвиженки и Моховой, напротив Манежа, в доме Скворцова. В 1948 году в связи со 100-летним юбилеем Библиотеке Добролюбова предоставили новое помещение в доме известного архитектора И. В. Жолтовского на Смоленской площади, где она располагается по сей день.  Библиотека хранит книжное наследие предыдущих поколений. Фонд редких изданий включает в себя 1 600 книг, из которых 186 – с владельческими печатями Вивьен-Дерягиных. В коллекции также представлены: редкие издания конца XIX и начала XX веков, книги из личных коллекций писателя А. Н. Рыбакова, литературоведа Н. А. Трифонова, поэта В. Винокурова, литературного критика Л. А. Иванова-Аннинского, коллекция миниатюрных книг издательства «ЯНИКО», книги с дарственными надписями известных писателей, деятелей культуры и искусства. Для более эффективной работы с редкими изданиями в библиотеке был создан Музей-лаборатория «Я открываю мир книги», который связывает день нынешний и день минувший, помогает осознавать значимость богатой истории библиотеки. Библиотека № 3 имени Н. А. Добролюбова в настоящее время является Центром по продвижению книг. В ее стенах постоянно проходят презентации книг писателей-лауреатов литературных премий с участием авторов. В настоящее время в библиотеке функционируют различные клубы и творческие объединения. Среди них: киноклуб под руководством режиссера телеканала «Культура» Сергея Сидоренко «Садовое кольцо», кинолекторий «Королевское кино» под руководством Натальи Антроповой и Романа Рожкова, кандидата филологических наук, специалиста в области истории и генеалогии королевских семей Европы. Кроме того, в библиотеке действует экспериментальный центр «Этика и эстетика Русского мира» под руководством доктора философских наук Ирины Джерелиевской, Московский клуб библиофилов, научные семинары журнала «Дельфис», а также различные лектории и творческие объединения."
316,Детская библиотека № 71,Библиотека,Москва,Москва,"г. Москва, ул. Байкальская, д. 46",55.81696,37.819343,+7 (495) 467-99-88,https://cbs-vao.ru/lib/1152,b71@cbs-vao.ru,https://vk.com/club85197349 https://www.facebook.com/Детская-библиотека-71-ГБУК-г-Москвы-ЦБС-ВАО-1596814027269933,"пн: выходной, вт: 12:00 - 21:00, ср: 12:00 - 21:00, чт: 12:00 - 21:00, пт: 12:00 - 21:00, cб: 12:00 - 21:00, вс: 12:00 - 20:00 (санитарный день – последняя пятница месяца)",https://www.culture.ru:443/storage/images/906c3c46e1d3cc646664654062772715/a9da807905f099f1e03b8b6a48ed592e.JPG,"Детская библиотека была открыта в 1969 году в районе Гольяново г. Москвы. Возрастной ценз литературы: от 0+. В настоящее время объем книжного фонда составляет 50 824 экземпляра. В библиотеке работают высококвалифицированные специалисты. Библиотекой пользуются около 3 000 юных читателей.  Посетителям представлен справочно-библиографический аппарат, который помогает отвечать на самые сложные запросы. Для удобства читателей с нарушением опорно-двигательного аппарата входная группа библиотеки оборудована пандусом и поручнями. К услугам читателей с частичным нарушением зрения имеются специальные увеличительные аппараты.  Библиотека активно работает со школами и дошкольными учреждениями, имеет двухсторонние договора и целенаправленную программу «Библиотека. Образование. Школа». Библиотека постоянно проводит тематические конкурсы школьников. Ребята завоевывают призовые места не только в районе, но и округе, городе Москве.  Библиотека собирает документы по истории района, его современного развития, создает тематические стенды и знакомит с этими материалами детей, подростков и их родителей. В библиотеке реализуются социально значимые программы по актуальным темам современности: патриотическое воспитание детей и толерантность.  Комплекс мероприятий программы «Дети. Толерантность. Мир и согласие» предусматривает воспитание детей в духе толерантности на основе их взаимно обогащающего творческого развития, создания условий для равновозможного, позитивного взаимодействия детей разных возрастов, независимо от их национальных особенностей, различий в вероисповедании, уровня физического развития.  Программа «Библиотека и патриотическое воспитание детей» направлена на военно-патриотическое воспитание и формирование активной гражданской позиции подрастающего поколения. Структурные подразделения библиотеки: абонемент для дошкольников и учащихся 1–4 классов, абонемент для учащихся 5–9 классов, читальный зал для дошкольников и учащихся 1–4 классов, читальный зал для учащихся 5–9 классов. В библиотеке имеется актовый зал на 70 посадочных мест. Библиотека доступна для слабовидящих и людей с нарушением опорно-двигательного аппарата. В библиотеке работают: Запись в клубы по телефону: 8 (495) 467-99-88 или в здании библиотеки."
317,Центральная детская библиотека № 46 им. И. З. Сурикова (филиал № 2),Библиотека,Москва,Москва,"г. Москва, ул. Новопетровская, д. 16А",55.826463,37.523267,"+7 (495) 450-96-23</div>, <div class=""attributes_value"">+7 (495) 450-09-68",http://cbssao.ru,bib46@cbssao.ru,https://vk.com/biblsurikova https://www.facebook.com/biblsurikova https://www.youtube.com/channel/UCZSaaL-iXSHBsgrRkxEQA1g,"пн: выходной, вт: 11:00 - 19:30, ср: 11:00 - 19:30, чт: 11:00 - 19:30, пт: 11:00 - 19:30, cб: 11:00 - 19:30, вс: выходной (последний рабочий день месяца – санитарный день)",https://www.culture.ru:443/storage/images/b8e2b80c8a48f3674a591b50649821dd/2313033c0156939a8ac97811d070218b.jpeg,"Библиотека начала свою работу в 1949 году как детская библиотека, дважды меняла свое местоположение. В 1969 году переехала в специально построенное для нее помещение, в котором располагается по сей день. В настоящее время входит в состав Центральной детской библиотеки № 46 им. И. З. Сурикова.  Универсальный детский фонд насчитывает 49 500 единиц хранения.  В библиотеке оборудована дизайнерская игровая зона для малышей. Регулярно проходят театрализованные программы для детей от 4 до 12 лет. Большое внимание в библиотеке уделяется развитию детского творчества. <span>Библиотека принадлежит </span><span>ГБУК г. Москвы «ЦБС САО».</span>"
318,Библиотека № 50 на Октябрьской,Библиотека,Москва,Москва,"г. Москва, ул. Октябрьская, д. 103",55.79861667769884,37.61087894439697,+7 (495) 683-56-46,http://bibliosvao.ru,biblio50@bibliosvao.ru,https://www.facebook.com/fambibliosvao50 https://www.instagram.com/fambibliosvao50,"пн: выходной, вт: 12:00 - 22:00, ср: 12:00 - 22:00, чт: 12:00 - 22:00, пт: 12:00 - 22:00, cб: 12:00 - 22:00, вс: 12:00 - 20:00",https://www.culture.ru:443/storage/images/5532d5f01c833dc69b536ac02930fb90/8f8444870fc6e1ee8694124a5c87d492.jpg,"Первые официальные библиотечные документы бывшей Детской библиотеки № 38 появились в 1927 г. Этот год считается годом создания библиотеки. В это время библиотека за год получала до 100 экземпляров новых книг, выписывала газеты и журналы. Она участвовала в ликвидации неграмотности: на предприятиях, в колхозах, в избах-читальнях района проводились читки произведений Горького, Шолохова и Чехова. В военные годы библиотека занимала очень маленькое помещение в Краснопресненском районе на 2-й Ямской ул., д. 15. Библиотекари выезжали на культстаны колхозов, организовывали книжные выставки, читательские конференции. В 1960, из-за изменений в административно-территориальном делении районов столицы, библиотека получила наименование Детской библиотеки № 4 Дзержинского (с 1969 г. – Кировский) района г. Москвы. В 1961 г. библиотека переехала на ул. Шереметьевскую, д. 5, к. 1, а в конце 2014 г. – в новое современное помещение на ул. Октябрьскую, д. 103 к. 1. В 1992–2013 гг. Детская библиотека № 38 находилась в структуре ЦБС № 1 СВАО г. Москвы, 17 сентября 2014 г. объединилась с Библиотекой № 72 в семейную Библиотеку № 50 ГБУК г. Москвы «ЦБС СВАО». Размер фонда – 75 552 экземпляра."
319,Библиотека № 16. Отдел «Библиотека префекта ЦАО»,Библиотека,Москва,Москва,"г. Москва, Новоспасский пер., д. 5",55.73368480622524,37.654459476470954,+7 (495) 919-64-82,,,,"пн: выходной, вт: 10:00 - 22:00, ср: 10:00 - 22:00, чт: 10:00 - 22:00, пт: 10:00 - 22:00, cб: 10:00 - 22:00, вс: 10:00 - 21:00",https://www.culture.ru:443/storage/images/a2026524f5a4b54aa3674083812ae3f7/aa8ee0aa035d15bd4f4cb2e1a72c150d.jpg,"Библиотека Префекта ЦАО была создана по инициативе Управления культуры ЦАО города Москвы и при поддержке префектуры ЦАО в 2008 году. Свое нынешнее наименование библиотека получила в соответствии с приказом Департамента культуры города Москвы от 17 сентября 2014 года «Об упорядочении наименований государственных публичных библиотек Департамента культуры города Москвы» в связи начавшимся процессом оптимизации сети библиотек, подведомственных Департаменту культуры города Москвы.  Для посетителей работают кружки интеллектуального спорта «Игра Го-Сэнтэ», литературные молодежные объединения, московский книжный клуб «Цветок папоротника», в рамках «Литературной гостиной» проводятся музыкально-литературные вечера.<br /> Одним из важных направлений работы библиотеки является сотрудничество с Префектурой ЦАО и информационная поддержка органов исполнительной власти и местного самоуправления округа. Совместно с префектурой проходят круглые столы, семинары, конференции. Партнерами библиотеки являются Фонд первого президента России Б. Ельцина, фонд М. Горбачева, учреждения культуры, органы социальной защиты, образовательные учреждения. Библиотека ведет многостороннюю проектную деятельность. Успешно осуществляются экскурсионный проект «Моя Москва», культурно-образовательный проект для детей «Продленка нашего двора», в рамках проекта «Диалог культур» был создан русско-узбекский центр «Сюзане»» совместно с Культурным центром «Дом-музей М. Цветаевой» разработана информационно-мемориальная программа «Содружество имен». С 2016 г. стартовал крупномасштабный проект «Политика». Для людей старшего поколения организованы компьютерные курсы, кружок изучения английского языка, а для родителей и детей действует услуга «Библионяня». Фонд библиотеки составляет на конец 2017 года 17 849 единиц хранения. Библиотеку за прошлый год посетило 36 061 читатель."
320,Библиотека № 53 (ул. Седова),Библиотека,Москва,Москва,"г. Москва, ул. Седова, д. 3",55.851136,37.643138,+7 (499) 189-44-01,http://bibliosvao.ru,biblio53@bibliosvao.ru,,"пн: выходной, вт: 12:00 - 22:00, ср: 12:00 - 22:00, чт: 12:00 - 22:00, пт: 12:00 - 22:00, cб: 12:00 - 22:00, вс: 12:00 - 20:00",https://b1.culture.ru/c/304884.jpg,"Библиотека <span>является </span>структурным подразделением Централизованной библиотечной системы Северо-Восточного административного округа города Москвы. Открыта в 1965 году.  Приоритетные направления работы: библиотечно-информационное обслуживание жителей района, оказание помощи в образовательном процессе и организации культурно-просветительских, досуговых мероприятий.  Библиотека тесно сотрудничает<span> </span>с образовательными учреждениями района Свиблово, среди которых гимназии, школы и детские сады. <span></span>"
321,Библиотека № 170,Библиотека,Москва,Москва,"г. Москва, ул. Паустовского, д. 2/34",55.60312,37.541368,+7 (495) 426-10-00,http://cbsuzao.ru,cbsuzao-lib-170@culture.mos.ru,https://vk.com/biblioteka170 https://www.facebook.com/mc26d,"пн: выходной, вт: 12:00 - 22:00, ср: 12:00 - 22:00, чт: 12:00 - 22:00, пт: 12:00 - 22:00, cб: 12:00 - 22:00, вс: 12:00 - 20:00",https://b1.culture.ru/c/523726.jpg,
322,Научная педагогическая библиотека им. К.Д. Ушинского  ,Библиотека,Москва,Москва,"г. Москва, пер. Толмачевский Б., д. 3",55.740071,37.621776,,,,,,https://b1.culture.ru/c/304119.jpg,"Научная педагогическая библиотека им. К.Д. Ушинского&nbsp;расположена в городе Москве по адресу: Большой Толмачевский пер., 3. Информацию о работе библиотеки можно узнать по телефону:&nbsp;<span>+7 (495) 953-2261.</span>"
323,Центральная библиотека № 106 (филиал № 1),Библиотека,Москва,Москва,"г. Москва, ул. Шатурская, д. 49",55.726849608444525,37.7744722366333,+7 (499) 171-23-52,http://cbsuvao.ru,106g@cbsuvao.ru,https://vk.com/biblioteka106cbsuvao https://www.facebook.com/biblioteka106cbsuvao,"пн: выходной, вт: 10:00 - 22:00, ср: 10:00 - 22:00, чт: 10:00 - 22:00, пт: 10:00 - 22:00, cб: 10:00 - 22:00, вс: 10:00 - 22:00",https://b1.culture.ru/c/642012.jpg,"С 1938 года библиотека действовала как изба-читальня. В результате преобразований с 1969 года работала как детская библиотека № 77 Волгоградского района. В 2015 году, после объединения библиотек ЮВАО в ЦБС ЮВАО функционирует как детское отделение ЦБ № 106.  Специализация библиотеки – детско-подростковый информационно-досуговый центр. Библиотека имеет хороший фонд детской литературы. Особое место занимает отдел православной литературы, в котором более тысячи книг. Установлена тесная связь с близлежащими детсадами и школами. В летний период библиотека еженедельно открывает мини-читальный зал – «Летнюю террасу» на открытом воздухе вблизи библиотеки.<br />   <span style=""font-style:normal;font-weight:normal"">Книжный фонд – более 33 тыс. экз. (включая аудиовизуальные материалы).<br /></span><span>Средняя посещаемость в день – около 100 чел.</span>"
324,Библиотека № 85 (фонд детской литературы),Библиотека,Москва,Москва,"г. Москва, ул. Парковая 3-я, д. 26/2",55.795757,37.782898,+7 (499) 367-11-54,https://cbs-vao.ru/lib/63,b85d@cbs-vao.ru,,"пн: выходной, вт: 12:00 - 21:00, ср: 12:00 - 21:00, чт: 12:00 - 21:00, пт: 12:00 - 21:00, cб: 12:00 - 21:00, вс: 12:00 - 20:00",https://b1.culture.ru/c/517039.jpg,"Фонд детский литературы библиотеки № 85 по адресу: 3-я Парковая, 26/2 начал свое существование с 1947 года. К нему, одному из первых, был организован открытый доступ читателей. В гостях у библиотеки были известные детские писатели и поэты: Л. Кассиль, А. Карташова, С. Баруздин, Л. Жариков. Не одно поколение детей пользовались услугами этого сектора библиотеки. Возрастной ценз литературы: 0+, 6+, 12+. Фонд –&nbsp;около 35 тысяч экземпляров. <span style=""font-weight:bold"">Структура библиотеки</span>: Для массовых мероприятий библиотека старается привлекать специалистов: психологов, историков, артистов. <br />Хорошей традицией в библиотеке стало проведение разнообразных мероприятий по творчеству детских писателей, по знаменательным датам нашей страны, игровые экскурсии в библиотеке, викторины, познавательные беседы и еще много интересных программ.  Библиотека координирует свою работу и взаимодействует по вопросам обслуживания детей с библиотеками других систем и ведомств (ГРДБ России, ЦГДБ им. А. Г. Гайдара, ЦДБ № 65), а также организует работу в тесном контакте со школами (№ 445, № 707, № 708, № 646, № 343 и Д/С № 1435, № 2455) по проведению многих мероприятий. <span style=""font-weight:bold"">Культурно-досуговое формирование</span>:&nbsp;<span>творческий кружок «Рисовариум» для ребят от 6-и до 12-и лет (</span><span>по средам с 15:45 до 17:00, бесплатно).</span> Библиотека доступна для инвалидов.  Имеется возможность печати документов.  Санитарный день: первая среда месяца.<br /> <span></span> "
325,Библиотека № 77,Библиотека,Москва,Москва,"г. Москва, ул. Парковая 11-я, д. 21",55.794583,37.805132,+7 (495) 465-46-14,https://cbs-vao.ru/lib/67,b77@cbs-vao.ru,,"пн: выходной, вт: 12:00 - 22:00, ср: 12:00 - 22:00, чт: 12:00 - 22:00, пт: 12:00 - 22:00, cб: 12:00 - 22:00, вс: 12:00 - 20:00",https://b1.culture.ru/c/516372.jpg,"Год основания библиотеки – 1959. Библиотека была детской. В дальнейшем фонд библиотеки формировался не только для детей, но и для юношества. С 2001 года библиотека стала именоваться юношеским информационно-досуговым центром. <span style=""font-style:italic"">Возрастной ценз литературы</span> – от 0+ до 18+. <span style=""font-style:italic"">Объем книжного фонда</span> библиотеки составляет 59271 экз. <span style=""font-weight:bold;font-style:italic"">В библиотеке имеются отделения</span><span>:</span><br /> – для детей младшего и среднего школьного возраста; – абонемент и читальный зал для взрослых. Библиотека предлагает своим читателям прекрасно иллюстрированные издания для дошкольников, книги по школьной программе и внеклассному чтению, справочную литературу, учебники по различным отраслям знаний, отечественную и зарубежную художественную литературу для детей и взрослых. Для прослушивания в библиотеке имеются аудиокниги русских и зарубежных авторов, радиоспектакли. <span style=""font-weight:bold;font-style:italic"">Отделение иностранной литературы.&nbsp;</span><span>Книжный фонд отдела иностранной литературы составляет 15491 экз. – это литература на 50-ти языках мира. Основной фонд отдела литературы на иностранных языках – это художественная литература на английском, французском, итальянском, немецком, испанском языках. В фонде широко представлена художественная литература, детская литература, учебная, отраслевая. Отдел располагает уникальными энциклопедиями: семиязычный словарь Webster, энциклопедия Britanika, Оксфордские словари, 20-томная детская энциклопедия, отраслевые словари и разговорники.</span> <span style=""font-weight:bold;font-style:italic"">Кружки библиотеки оформлены по договору коворкинга:</span> – Кружок «Детская Академия» – английский язык. Категория 7+.<br />– Кружок детского творчества «Лучик». Категория 4+. <span>В библиотеке предоставляется бесплатный Wi-Fi.</span><br /> Для слабовидящих людей в читальном зале библиотеки имеются увеличивающие устройства Topaz (2 шт.).  Вход в библиотеку и туалет доступны для инвалидов. <span style=""font-style:italic"">Проезд общественным транспортом:</span> станция метро «Первомайская», последний вагон из центра, далее любым общественным транспортом до остановки «Кинотеатр «Первомайский»; станция метро «Черкизовская», далее автобус № 230 или маршрутное такси № 230м до остановки «Кинотеатр «Первомайский».<br /> <span style=""font-style:italic"">Санитарный день</span>: последний четверг месяца.<br />"
326,Библиотека № 81,Библиотека,Москва,Москва,"г. Москва, Сиреневый б-р., д. 73",55.803626,37.827886,+7 (499) 461-43-41,,,,"пн: выходной, вт: 12:00 - 22:00, ср: 12:00 - 22:00, чт: 12:00 - 22:00, пт: 12:00 - 22:00, cб: 12:00 - 22:00, вс: 12:00 - 20:00",https://b1.culture.ru/c/516145.jpg,"История библиотеки насчитывает более 70 лет. За годы работы она не раз меняла название (изначально, в 1945 году была создана как библиотека № 72, затем переименована в библиотеку № 114, современное название библиотека № 81 она получила, войдя в состав единой централизованной библиотечной сети восточного округа Москвы в 2015 году), своё месторасположение, а также специализацию. На сегодняшний день книжный фонд библиотеки насчитывает свыше 50 тысяч экземпляров. Это уникальная по своему содержанию литература, способная удовлетворить самые разнообразные запросы читателей. Также библиотека № 81 осуществляет обслуживание по удаленному доступу через электронную библиотеку «ЛитРес». Ежегодно библиотеку посещают более 5 тысяч читателей. Поддерживая программу модернизации библиотечной системы, библиотека № 81 активно ведет культурно-досуговую деятельность. Проанализировав интересы жителей района Северное Измайлово, было принято решение организовать: Уже несколько лет действует клуб «Золотой возраст» для читателей старшего возраста и инвалидов.&nbsp;<span>Созданы литературно-информационные комплексы «Серебряная нить», «Забота, надежда, преодоление».</span> Для молодежи в библиотеке работают литературно-информационный центр чтения «Юность», литературная панорама «Юность – ХХI век» и информационный историко-краеведческий комплекс «Живи, Москва».&nbsp;<span>Библиотека имеет литературно-музыкальную гостиную «Вдохновение», где проходят творческие вечера, презентации, концерты, литературные встречи и юбилеи.&nbsp;</span><span>Для взрослых и детей работает кружок «Детская академия».</span> Библиотека активно сотрудничает с технологическим колледжем № 24, гимназией «Вертикаль» и Советом ветеранов района Северное Измайлово. Для читателей предоставляется бесплатный доступ к Wi-Fi сети. Вход в библиотеку оборудован пандусом для инвалидных колясок.&nbsp;<span>Для слабовидящих читателей библиотека оборудована сканирующей и читающей машиной «Sara».</span> Проезд общественным транспортом: от станций метро «Преображенская площадь», «Черкизовская» – автобус № 230 до остановки «Площадь Соловецких Юнг»; от станций метро «Преображенская площадь», «Черкизовская», «Щёлковская» – автобус 52 до остановки «Площадь Соловецких Юнг»; от станций метро «Измайловская», «Первомайская» – автобус 34 до остановки «Площадь Соловецких Юнг». Санитарный день: последняя среда месяца."
327,Фундаментальная библиотека ИНИОН РАН,Библиотека,Москва,Москва,"г. Москва, Нахимовский пр-кт., д. 51/21",55.676301,37.563781000000006,,,,,,https://b1.culture.ru/c/304120.jpg,"Библиотека</span><span>&nbsp;расположена в Москве по адресу:</span><span> Нахимовский пр-т, 51/21</span><span>.</span>&nbsp;<span></span>"
328,Библиотека № 254,Библиотека,Москва,Зеленоградский административный округ,"г. Москва, г. Зеленоград, к. 231",56.003361,37.203332,+7 (495) 534-26-47,http://zelbiblio.ru,,,"пн: выходной, вт: 10:00 - 22:00, ср: 10:00 - 22:00, чт: 10:00 - 22:00, пт: 10:00 - 22:00, cб: 10:00 - 22:00, вс: 10:00 - 20:00",https://b1.culture.ru/c/499178.jpg,
329,Библиотека № 117 (филиал № 1),Библиотека,Москва,Москва,"г. Москва, ул. Вольская 2-я, д. 20",55.686127,37.920871000000005,+7 (495) 706-90-94,http://cbsuvao.ru,117a@cbsuvao.ru,,"пн: выходной, вт: 12:00 - 22:00, ср: 12:00 - 22:00, чт: 12:00 - 22:00, пт: 12:00 - 22:00, cб: 12:00 - 22:00, вс: 12:00 - 22:00",https://b1.culture.ru/c/494813.jpg,"История библиотеки начинается с 20-х годов прошлого столетия и связана со строительством Люберецких полей орошения. Библиотека начиналась с избы-читальни в поселке Некрасовка. В небольшом двухэтажном здании, где днём была столовая для рабочих ЛПО, а вечером&nbsp;так называемая&nbsp;«чайная», где можно было попить чайку с вареньем, поиграть в шахматы и почитать свежие газеты. Шло время, чайная становилась тесной. Молодежь нуждалась в просторном помещении. В 1922 году был построен клуб, где одно из помещений было выделено под комнату с книгами. Во время Великой Отечественной войны книги в минуты отдыха читали бойцы мотострелковой военной части. Бывало и так, что бойцы увозили книги с собой на передовую… В 1989 году Люберецкая станция аэрации построила новое двухэтажное типовое здание, где и поныне расположена библиотека. В 2005 году была установлена мемориальная доска первому библиотекарю, энтузиасту просвещения Сидорковой Александре Фёдоровне. Имея богатейшую историю, библиотека по-прежнему остается значимым культурным центром района Некрасовка. Имеет универсальный книжный фонд. Гостями литературно-музыкальной гостиной часто бывают музыканты, писатели, поэты. Организуются выставки, проводятся творческие конкурсы. Книжный фонд: более 43 524 экз. (включая аудиовизуальные материалы). Структура библиотеки: детский и взрослый абонемент, читальный зал, Wi-Fi, компьютерный класс, гостиная."
330,Центральная городская детская библиотека им. А. П. Гайдара (Отдел обслуживания),Библиотека,Москва,Москва,"г. Москва, Ростовская наб., д. 5",55.742189,37.574992,+7 (499) 248-64-64 (Отдел обслуживания),http://www.gaidarovka.ru,lib@gaidarovka.ru,https://vk.com/gaidarovka https://www.facebook.com/gaidarovka,"пн: выходной, вт: 10:00 - 21:00, ср: 10:00 - 21:00, чт: 10:00 - 21:00, пт: 10:00 - 21:00, cб: 10:00 - 21:00, вс: 10:00 - 20:00",https://b1.culture.ru/c/523545.jpg,
